Comments,Label
اشرف غنی را  شمال برد,0
  روز تظاهرات هزارها زن ومرد در شمال افغانستان اشرف غني رييس جمهوري افغانستان را مجبور ساخت با بازگشت جنرالژنرال دوستم معاون اول رييس جمهوري افغانستان موافقت كندآقاي دوستم از يك سال گذشته به دليل اتهامات آزار و اذيت جنسي احمد ايشچي از مخالفان سياسي اش در تركيه بسرمي برد,0
"و شراکت با محور هایی باید صورت بگیرد که دارای امکانات و ظرفیت های بالفعل و بالقوه باشند که ازین بابت بیچاره ترین محور در افغانستان محور ارگ به رهبری اشرف غنی ست که همهء پل های عقبی خود به شمول بانک رای شان که جنرال دوستم بود را ویران کرده اند
اگر تحولات شمال و توافقات اجباریی",0
"اختلاف قومی به اوج خود رسیده است  امنیت در هیج نقطهء از کشور وجود ندارد و امید به زندگی و آینده قطعا در دستور ذهن و روان کسی نیست

اشرف غنی احمد زی به عنوان رئیس جمهور افغانستان طی سالهای حضورش درین مقام اصلا نتوانست از خود یک چهرهء معقول و محبوب برای مردم افغانستان نشان بدهد",0
"اشرف غنی باید برود

طوری که دیده می شود هیچ گزینهء برای عبور از بن بست و بحران موجود در قدم اول منطقی تر از کنار گذاشتن آرام و بی درد سر داکتر غنی از مقام ریاست جمهوری نیست
آقای غنی افغانستان را به پرتگاهی رسانیده است که بیرون کردن اش هنر می خواهد 
اعتماد ملی فرو ریخته است ",0
آخرخط حکمتیار اشرف غنی بر خلاف تعهدات خود در مورد برگزاری انتخابات عمل,0
من محصل مکتب های سیاسی در افغانستان حرف داکتر صاحب اشرف غنی را به صراحت ردمینمایم  احزاب در افغانستان فاقد برنامه نیستند اگر پایه های حکومت وحدت ملی استوار است از برکت احزاب سیاسی افغانستان قدرت های دنیا من وتو را مسخره میکنند داکتر صاحب محترم,0
افغانستانحکومت در حال ساقط کردن نظام استاز نظامی که بر مبنای توافق نامه بن بوجود آمد در حکومت اشرف غنی چه مانده استاسلامیتجمهوریتتساوی اقوام,0
اشرف غنی و حذف رقبای سیاسی به بهانه های واهی,0
"خدایا
طرفدار تیم آلمان بودیم رخصت کردیش طرفدار تیم پرتگال شدیم رخصت کردیش طرفدار تیم برازیل و آرژانتین بودیم رخصت کردیش طرفدار تیم کرواسیا شدیم رخصت کردیش خیر باشد توجه ات را می خواهیم فعلا طرفدار تیم اشرف غنی هستیم",0
"پاسخ انوارالحق احدی به اشرف غنی 
رييس جمهورغنى مثل شاگرد تنبل در شب امتحان درس مى خواند اكنون كه زمان در حال تمام شدن است با اصلاحات انتخاباتى مخالفت كرده و احزاب را متهم به بى برنامه گى مى كند",0
اشرف غنی چنان با اعتماد به نفس و جدی می حرفد که انگار جان اش را برای رفاه مملکت فدا کرده باشد این درحالیست که تا این دم جز ویرانی و بربادی ثمری برای افغانستان نداشته است,0
"یگان تا می گویند اشرف غنی قبل از سخنرانی ها و نشست های خبری بوتل می زنه گاهی که اثرش کم است آرام آرام صحبت می کنه یکدفعه که تأثیرش زیاد میشه او هم داغ می کنه و ولیوم را بالا می بره
مه میگم چرا سخنرانی هایش آدم واری نیست",0
بعد مردم خر می روند پشت سر این دزد ها نماز می خوانند و وقتی اینها بدرک فاصل شدند قبر طلایی برایشان می سازند و طلب شفا می کنند  زنده باد خر به خدا ,0
در حالی که بیبیسی و منوتو و voa گلوشون رو جر دادن که رفتار روحانی جنگ طلبانه است اون تریبون دو روزه رفتار ترامپ رو بچهگانه احمقانه و غیر دیپلماتیک و بهونهای برای فراموش کردن فاجعه ناتو و پرونده مالر میخونن ما هم که خوابیم,0
"ناتو در مورد راکت های کابل چه نظر دارد
کجاست آن دستگاه های پیشرفته که قرار است در جنگ سوم جهانی از آن کار گرفته شود",0
"ای سازمان ملل ای یونسکو ای اوپک ای ناتو ای ورشو ای بوکو حرام ای داعش و ای هر سازمانی که احساس مسئولیت می کنی  الان ساعت  بعد از ظهره و هنوز در کشور آقا امام زمان عج برق ما قطع نشده ما به شدت نگرانیم نکنه امام زمان داره ظهور می کنه 
شما قول دادی حسن برق رو قطع کنی",0
اگر روزگاری ایران و شوروی با هم کنار آیند کره زمین جای امنی برای غرب کشورهای عضو ناتو نخواهد بود,0
اگر روزگاری ایران و شوروی با هم کنار آیند کره زمین جای امنی برای غرب کشورهای عضو ناتو نخواهد بود,0
" 
روسیه از آزمایش موفقیت آمیز سامانه دفاعی ضد موشکی خبر داد که موشک های ناتو را بلااستفاده میکند
خواننده خبر خبر را با ذوق و شوق میخواندمستعمره به قدرت استعمارگر خود افتخار میکند",0
چیست  در آن فیلم شما می بینید که جنگل های اروپا اصلا در شرایط حساسی نیستند طبق خود پیش بینی ناسا و بعد از اجلاس ناتو می بینید ورق برگشت,0
"اگر میخواهید بمباران و ویران کردن خانه های افغانها توقف کند اولتر از همه مفتی های ناتو و آمریکا را که در سعودی رفته و علیه ملت مظلوم ما به نفع آمریکا فتوا داند را بکشید

جای تاسف این است که ما به فتوای ملاهای خود مان کشته میشویم",0
روسیه حالت تدافعی داشت  بیشتر غر میزد و با نگرانی شاهد رسیدن ناتو پشت مرزهای روسیه بود و در تمام آن سالها در پی آماده سازی خود بود  اولویت پوتین بازسازی و مدرن سازی ارتش روسیه بود  این مدرن سازی بالاخره در سالهای  تا  تقریبا به نتیجه رسید  روسیه اکنون,0
ترامپ گفته مونته نگرو مردم خشمگین و بی اعصابی داره و اگر عضو ناتو بشن ممکنه جنگ جهانی سوم رو راه بندازن ,0
"جان کری وزیر خارجه سابق آمریکا گفته که از نتایج اجتماع هلسینکی متعجب شدم  وی اضافه کرده رفتار ترامپ با اروپا و ناتو نادانی کامل است کری گفته بود تو آبروی ما را برد مرد  
یک تبریک با ت دسته دار به جناب پوتین بابت این پیروزی بزرگ که به دست آورد و یک تسلیت ",0
"یعنی تعرفه برای اروپا وضع شد
دعوا با چین شروع شد
برجام یک طرفه ملغی شد
ناتو مورد تهدید قرار گرفت
شورای امنیت سازمان ملل توسط امریکا ترک شد
کمک هزینه نظامی در دریای چین با ژاپن و کره نصف و حتی کمتر شد
کره شمالی از چنگال چین بیرون آورده شد
و همونطور که گفتم بازی نفت",0
"میانگین تعرفه تجاری امریکا
  درصد
میانگین تعرفه چین 
 درصد

ترامپ در مبارزات انتخاباتی داشت از بازنویسی قراردادهای بد میگفت
سیستم های خرابی مثل سازمان مللناتوبرجامو WTOسازمان تجارت جهانی

این اقدامات در سال اول ریاست جمهوری به سرعت انجام شده",0
"ترامپ از ناتو هم میخواد خارج بشه
فکر کنم بهش گفتن تو فقط از همه خارج شو
روح ان درونش دمیده شده",0
مردار شدن دو سرباز نجسی ناتو را در جلریز مبارك باد میگویم,0
پیش از رفتن به هلسینکی ترامپ به بروکسل برای نشست سالانه ناتو رفت و سپس به انگلستان هر چه از دهانش در میامد به رهبران نزدیکترین متحدانش یعنی مرکل و ترزا می گفت در مصاحبه هایش گفت فکر میکند ناتو دشمن و روسیه دوست است نشست مشترک در هلسینکی تکمیل کننده این سفر سیاسی افتضاح بود,0
به نظر می رسد که آقای غنی با حال خوش از نشست بروکسل برنگشته است و به همین دلیل بسیار عصبانی و ناراحت است در این نشست دونالد ترامپ رییس جمهوری امریکا با وجود اعلام قبلی و دبیرکل ناتو با او دیدار نکردند    رهبران دیگر کشورها نیز هیچ توجهی به سران حکومت وحدت ملی ندارند,0
دونالد ترامپ رئیسجمهور آمریکا دیدارم با پوتین حتی بهتر از دیدارهایم با سران ناتو بود,0
کاش ناتو بعد فروپاشی شوروی تموم میشد تا شاید شاید استقلال هم با مرگ حجازی منحل بشه,0
دو دستگی میان قوماندانان ناتو,0
فرمانده ناتو آمادگی آمریکا برای مذاکره مستقیم با طالبان را تکذیب کرد  BBC News Persian ,0
همكارانم خل شدند از تحليل من روي رايطه ي روسيهامريكا همه دمكرات و روسيه هراس برايشان توضيح مي دهم كه چطور روسيه كشور سرمايه داري است و رقابت طبيعياما اين دشمني غريب پنتاگون و روسيه و توسعه ي عجيب ناتو با توافق جريان اوبامامك كين بودجه ي كشورشان را مي مكد دشمن روسيه دشمن,0
پوتين بهترين سال عمرشو سپري ميكنه تفوق در سوريه نفوذ عجيب  در خاورميانه اختلاف در غرب تضعيف ناتو كنترل بازار نفت ميزباني چشمگير جام و حالا  سوار شدن روي كول رييس جمهور ايالات متحده آمريكا در ملاء عام   يك رييس هوشيار بسي فراتر از پتانسيل كشورش  ظرفيت توليد مي كنه,0
پس از آن برگزار میشود که دستگاه قضایی آمریکا  افسر اطلاعاتی روسیه را به حمله سایبری به کامپیوترهای وابسته به حزب دمکرات امریکا پیش ازانتخابات ریاست جمهوری سال  متهم کردنشست هلسینکی نگرانی غرب را در پی داشت زیرا کشورهای عضو پیمان آتلانتیک شمالی ناتو نگران آن هستند که,0
چرا ترامپ در شهر هلزینکی به دیدار پوتین میرود از لحاظ تاریخی این شهر پس از جنگ جهانی دوم مکان توافقنامه های بسیاری مابین قطب غرب وشرق بوده ست از سوی دیگر فنلاند جز پیمان ناتو نیست و این خود پیام واضح و جدی از سوی ترامپ به پوتین برای حل و فصل تعدادی از اختلافات ست,0
"طلوع نیوز
هرچند اشرفغنی و عبدالله در جریان نشست ناتو در پایتخت بلجیم تلاش کردند که فقط برای چند دقیقه با دونالد ترامپ دیدار و گفتگو کنند اما محافظان ترامپ عذر و بهانه آورده و آنها را ملاقات ندادند",0
"شما ترامپ بروید از فرماندهان و روسای سازمانهای امنیت خود بپرسید
شما در افغانستان و پاکستان با آن همه نیرو نتوانستید از عهده یک سازمان کوچک طالبان بر بیایید و امروز میخواهید با آن مذاکره کنید
شما ایران را تهدید میکنید",0
"همین امروز ترامپ حمله کنه و عرض یک هفته حکومت فعلی بره تازه میشیم مثل عراق بیست سال پیش و سوریه الان و افغانستان سی و پنج سال پیش و فکر کنم تا سر و سامان گرفتن کارها یک قرن دیکه از عمرمون تباه شده
میخام بگم طوری ریدن به ایران که حالا حالاها کار داریم",0
"واقعا انقدر بي غيرتيد كه از ترامپ ميخواين به ايران حمله كنه
كدوم كشور هست امريكا حمله كرده براي درست كردنش و اون كشور درست شده
ويتنامافغانستانعراقسوريه",0
آمریکاازپروسه صلح افغانستان حمایت نکرده ودرپی ایجاد بحران بیشتراستمردم افغانستان باید دراین مورد تصمیم بگیرند که حاضراند قربانی سیاست های مغرضانه ترامپ شوند ویاخودشان درقبال سرنوشت خویش اقدام نمایند,0
"آقای ترامپ هرکی با مردم ایران در افتاد ور افتاد
به پناهندگی در افغانستان فکر میکند",0
خیلی خیلی خیلی بعید میدونم آمریکا بخواد به ایران حمله کنه اونم با گندی که قبلا تو عراق و افغانستان بالا آوردن هیچوقت سازوکارهای داخلی خود حکومت آمریکا به ترامپ این اجازه رو نمیده جنگ موشکی هم خیلی هزینه بره میمونه جنگ نیابتی که خیلی محتمله به نظرم,0
"سلام من یک ایرانی هستم وبه ایرانی بودنم افتخارمیکنموبه همین دلیل به فارسی جواب ترامپ رامیدهم
تااونجایی که من میدونم ایشون هوش وحواس درست و حسابی هم نداردبهتراست به گذشته خودت نگاه کنیایران عراق و افغانستان نیستای ترامپ از ما عصبانی باش وازاین عصبانیت بمیر",0
"برای خاک ایران تقدس قائلم و معتقدم هویتی به نام ایران از سوی خدا برگزیده شده
حالا که ترامپ ما رو تهدید میکنه بهش سرنوشت کشورهایی که به ایران در طول تاریخ حمله کردند رو یادآوری میکنماونها یا تجزیه شدند یا به مرحله ورشکستگی رسیدند
یونان
روم
مغولستان
افغانستان
عثمان
شوروی
عراق",0
زیر پست ترامپ کامنت گذاشته مردم ایران آرزوی جنگ می کنن تا آزاد بشن فقط خواستم بگم گه بخور ولی از طرف خودت آمریکا اگر می تونست با جنگ آزادی و دموکراسی صادر کنه اینجوری گه نمی زد به عراق و افغانستان و زندگی چند نسل و تباه کنه,0
امکان پذیر است خیانتهای آمریکا به مردم ایران را فراموش نکنید,0
"ترامپ
امریکا از عدم پیشرفت در ثبات افغانستان رنج می کشد",0
"هجده سال پیش که آمریکا افغانستان را اشغال کرد عده ای در شماتت آمریکاستیزی گفتند
افغانستان بزودی آباد و مردم ایران برای کارگری به افغانستان خواهند رفت

در مذاکرات ترامپ و اون همان افراد گفتند
کره شمالی تسلیم شد بشتابید برای مذاکره با آمریکا

گذشته چراغ راه آینده نیست",0
تو نمیخواد هشتگ ترامپ کوروش بزنی هنوز جای کمک های آمریکا به عراق و افغانستان درد میکنه,0
صدها تن از باشنده گان ولايت فارياب خواستار محاكمه نظام الدين قيصاري شده اند وازحكومت خواستند تا دوسيه قيصاري و قيصاري به سارنوالي معرفي گردد,0
رهایی نظام الدین قیصاری حقیقت ندارد,0
"پانزدهمين روز تظاهرات مردم غيور جوزجان خواستهاى معترضين مشخص است
 رسيده گى كامل به جنايت جنگى كه در جريان دستگيرى فرمانده قيصارى از طرف نيروهاى كوماندوها رخ داده",0
بعد از گرفتاري نظام الدين قيصاري معلوم شد كه حزب جنبش يك حزب مسلح وداراي مليشه هاي مسلح غير مسؤول است,0
من تعجب می کنم که چرا فعالین سیاسی هر نوع هشتگی می زنن ولی به ندرت اقدامی علیه آیت الله بی بی سی انجام می شود اپوزیسیون خارج نشین کار سازماندهی که انجام نمی دهد دست کم صدای خود را به پارلمان انگلیس برساند که با پول مالیات مردم این کشور علیه مردم ایران توطئه می شود,0
من سرمگیج میرفت از اتفاقی که درست همین لحظات داشت پشت درهای پارلمان بخش خصوصی می افتاد و دلار وارد کانال  هزار تومن میشد ولی شما داشتید همچنان از ملت ایران میگفتید و قدرت ایران,0
آقای ظریف عزیز امروز در صحن پارلمان بخش خصوصی کنار در ایستاده بودم ونگاهتان میکردم که داشتید با تن بالایی از ایستادگی مردم ایران در مقابل تحریمها می گفتید از شکاف بین اروپا و امریکاامیدوار و مطمین بودید ولی راستش من پاهایم سست بوددستم میلرزیدو تکیه داده بودم به دیوار پشت سرم,0
پارلمان جای لندغر دزد زورگو تجاوز گر نیست,0
بابا چرا نمیفهمید ما ایرانیها مال این حرفا نیستیم مال ولایت و جمهوری و دموکراتیک و و پارلمان و انتخابات آزاد و ازین غلطا نیستیم ما باید ی شاه بالا سرمون باشه که شاه باشه ک ماه باشه ک شاه باشه,0
مهمترین پایههای تعمیق دموکراسی هم یعنی پارلمان متکثر و دستگاه قضایی غیرسیاسی و غیرجناحی چیزهایی که رهبری میتوانند با دوتا امضا و در نیم ساعت آنها را تامین کنند راهش هم اینه که علاوه بر اصلاحاعتدال طلبان اصولگرایان هم آن را بخاطر وضعیت حساس کشور از ایشان طلب کنند,0
پارلمان ایران وای برحال ترامپ اگر این شیران خفته بیدار شوند ,0
" و شاه بین  پادشاه اخر ایران و مشروطه خواهان بر سر حقوق شاه و ملت ادامه یافت 
اصل اساسی مشروطه در سراسر جهان نیز بر این است که پادشاه سمبل مملکت است و باید سلطنت کند و نه حکومت و این ملت است که در یک انتخابات آزاد باید نمایندگان پارلمان و نخست وزیر را انتخاب کنند",0
"و کدام قانون و کدام پارلمان میتواند  به دستاویز فلان ماده و بهمان تبصره این شیر غران رها از بیشه را به زنجیر دموکراسی و قانون پابند کند
هیچ کدام",0
محمد هادی مفتح به ریاست مرکز اسلامی هامبورگ یکی از مهمترین مراکز گسترش شیعهگری اروپا منصوب شده او مدتی نیز عضو سپاه بوده دو نماینده پارلمان آلمان از دولت آلمان طرح سؤال کردهاند  آیا دولت آلمان هنگام صدور ویزا برای مفتح از سابقه عضویت او در سپاه مطلع بوده هنوز سکوت,0
"واقعا باید رید دهن اونی که به شاه توهین میکنه
 پهلوی از زمانی که مملکت ویرانه ی ایران رو به دست گرفت تا سال  به تمدن و پیشرفت رسوند
حتی محمد رضا  شاه در سخنرانی که داخل پارلمان اروپا داشت گفتمن ظرف  سال آینده ایران رو به یه کشور پیشرفته تبدیل میکنم متاسفانه نگذاشتند ",0
فردا شنبه  جولای در حمایت از قیام مردم ایران کانادا اوتاوا مقابل پارلمان ساعت  بعدازظهر,0
"رئیس پارلمان ترکیه در رابطه با بازداشت خانگی کشیش آمریکایی اندرو برانسون و تهدیدهای ترامپ در این رابطه گفته
ادبيات تهديدآميز در مورد ملت تركيه جوابگو نيست و اگر امريكا ميخواهد در آينده هم روابط مسالمتآمیز با ترکیه داشته باشد باید ادبیات خود را عوض کند
",0
"
پارلمان و نمایندگان مردم تصمیم گیرنده هستند و شاه دکوری هم تو کاخ خودش شاه هست که دیگه هر عیبی برای نظام جمهوری قائل هستند برای نظام پارلمانی هم متصور هست 
اگر که نه برای شاه وظایف سیاسی تعیین شده 
که همین الان چنین شخصی وجود دارد 
تازه شاه فقیه فعلی خاصیتی که داره موروثی نیست",0
خيلي عجيب است كه هيچ كدام از نمايندگان تهران  طرح سؤال از رئيس جمهور را امضأء نكردنديعني تهران پايتخت ايران است  كاري با سؤال ندارم  ولي وقتي دولت ها ليست كانديداهاي مجلس را مي دهند و مردم به ليست دولت راي مي دهند  نتيجه اين مي شود برعكس دنيا كه پارلمان ها دولت ها را انتخاب,0
سال  همه احزاب و با هر فکری جمع شدند و انقلاب کردند و انقلاب را به اشتباه تحوبل یک نفردادند و یک حکومت شئونیستی بوجود آوردند شروعشان درست بود ولی علمشان به آینده کم بود و مغلوب فکر گروهی شدند بیایید جمع شویم و انقلاب کنیم و بعد نمایندگانمان را راهی پارلمان کنیم و یک حکومت,0
بعد از اینکه ج ا گورش رو گم کرد و رفت به نظرم باید داخل ساختمون مجلس رو مثل پارلمان بریتانیا بکنن جای تنگ و ترش برای هر نماینده به نحوی که نتونه نفس بکشه اگر هم قراره حرف بزنه سرجاش وایسته اینجوری دیگه نماینده ها نمیتونن مسابقه دوی صدمتر برگزار کنن یا سر و کول همدیگه بپرن,0
تحقیر مدرنیت با سلاح مصلحت اندیشی پس گرا تحقیر پارلمان تا اظهار نظر رهبری,0
نه آن اتفاق میافتد نه معاملهی قرنپارلمان رژیم صهیونیستی چند روز پیش قانونی را تصویب کرد که بر اساس آن حق تعیین سرنوشت از مسلمانان و مسیحیان فلسطینی ساکن سرزمینهای اشغالی سلب و این حق را تنها در اختیار یهودیان قرار خواهد داد,0
" البراهمینماینده پارلمان تونس خطاب به سفیر عربستان

ما ندیدهایم ایران ارتشش را برای اشغال سرزمینی عربی گسیل کند اما شما از دستانتان خون میچکد و در یمن در حال اشغال و کشتار مردمید",0
"وقتی از ناسیونالیسم افراطی ایرانیفارسی تو ایران مینالید متعاقبا باید نسبت به ناسیونالیسم افراطی ترکیه هم همین موضع رو داشته باشید وگرنه حرف زدن از تبعیض مسخرست
البته باید بگم این حزب تو ترکیه حتی از حزب چپیهای کرد هم کمتر نماینده تو پارلمان داره ولی تو ایران هنوز راه داره",0
واکنش تند اردوغان به تصویب قانون کشور یهود در پارلمان رژیم صهیونیستی,0
"نماینده پارلمان کره جنوبی که به اتهام دریافت رشوه تحت تفحص قرار گرفته بودبا انتشار نامهای که در آن به دریافت پول اعتراف کردهخودکشی کرد
میگم این تو کشور ما باب بشه میدونی آمار خودکشی مون به کجا می رسه
نگو وزیر اطلاعات یه چیزی می دونسته گفته با مفسدین اقتصادی تند برخورد نکنید",0
"دیوید کلارینوال  رهبر گروه پارلمانی حزب حاكم لیبرال در پارلمان بلژیک 
به  نخست وزیر اين كشور اسدالله اسدی دیپلومات دستگیر شده رژیم ایران درآلمان
باید هر چه زودتر به دادگاه بلژیک تحویل داده شود اقداماتی انجام دهید تا حاکمیت قانون و تحقق عدالت هرگز  مورد مصالحه قرار نگیرد",0
واکنش ها به اوزیل به قدری زیاده که واقعا نمیشه نوشت ترکیه ای ها هم صداشون دراومده و یه سری اومدند از آب گل آلود ماهی بگیرند از نماینده پارلمان آلمان گرفته تا فوتبالیست و خیلی ها یه سری به گریندل دارن حمله میکنند که اخراج شه یه سری به بیرهوف شیر تو شیره وضع,0
بقول دوستیزن ایرانی میتواند بهترین ریاضیدان دنیاشوددرگوگل پست بگیرد استاندار شودبه فضا رود به پارلمان راه پیداکندبه فضا برود فقط به شرطی که در ایران نباشد,0
"نماينده پارلمان كره بعد اينكه بهش تهمت رشوه گرفتن زدن خودكشي كرد 
بايد واسه دوره كاراموزي بيان اينجا 
رشوه كه شده شيريني 
طرف ميليارد ميليارد دزديده و راس راس راه ميره",0
اين ژان كلود كه ميخواد بره در باره ماليات با ترامپ صحبت كنه تو كشور خودش بخاطر زمان رئيس دارايي بودنش و امتياز به شركت هاي بزرگ دادن مورد قبول نيستحالا اين حرومزاده رئيس كميسيون پارلمان مافيايي اروپاست بعد اين ميخواد به ترامپ بگه ماليات براي ماشين هاي اروپايي بنفعش نيست,0
پارلمان رژیم صهیونیستی اردیبهشت امسال اختیار  اعلام جنگ یکجانبه و بدون دریافت تایید کابینه علیه یک کشور دیگر را از بنیامین نتانیاهو نخست وزیر رژیم صهیونیستی گرفت,0
اولین دموکراسی دنیا پادشاهی انگلستانه اولین پارلمان در پادشاهی انگلستان تشکیل شد اولین اعلامیه حقوق در پادشاهی انگلستان نوشته شد کاش این فعالین سیاسی و فارغ التحصیلان دانشگاه های علوم سیاسی حداقل تاریخ سیاست رو خونده بودن,0
سیستم ماهیتا با نظام های قبلیه ای خلیج به جز کویت که حتی پارلمان ندارن متفاوته ما در ایران قانون اساسی داریم باید پاس بداریم راهی که از انقلاب اومدیم رو باور کنیم شاه دست نشانده غربی بود که میراث مشروطه رو به محاق برده بود باید یه مرحله جلو ببریم کار رو نه اینکه برگردیم عقب,0
"یه عده مجسمه های جهالت داشتیم اینجا که میگفتن فلسطین و اسرائیل کنار هم زندگی خواهند کرد اگر دخالتهای جمهوری اسلامی نباشه 
پنپارلمان رژیم صهیونیستی امروز در رایگیری نهایی لایحه تبعیضآمیز کشور یهود را تصویب و به قانون تبدیل کرد 
یعنی عاری سازی فلسطین از وجود غیر یهود",0
"واقعیترین و بانمکترین جک سیاسی ایران
ایران کشوری به نام اسرائیل را به رسمیت نمیشناسد و اساسا قائل به وجود آن نیست اما دستگاه دیپلماسی ایران یک مصوبه پارلمان همان اسرائیل را که قائل به موجودیتش نیست ضمن ابراز نگرانی به شدت محکوم میکند",0
مطمئنا خبر دارید که لایحه دولت یهود در پارلمان اسرائیل با  رأی موافق  رأی مخالف تصویب شد هر ملتی محق بر انتخاب نوع حکومت خود است همینطور ملت اسرائیل در عین حال که برای این انتخاب احترام قائلم معتقدم که انتخابی خلاف سکولاریسم بیشتر به ضرر تا به نفع اسرائیل خواهد بود,0
در ده سال گذشته در سراسر دنیا خواست عمومی برای بهقدرترسیدن رهبری مقتدر که مجبور نباشد خودش را با پارلمان و انتخابات به زحمت نیندازد افزایش یافته و البته اعتماد به دولتها و احزاب سیاسی نیز به پایینترین حد خود در تاریخ رسیده است,0
ترامپ دوتا توییت دیگه بزنه اقتصادمون فروپاشیده تر میشه  زنده باد ایران و ایرانی که هیچوقت هیچ چیز جلوی گنده گوزیش رو نگرفته,0
"حسن روحانی نه آن است که با آمریکا ارتباط برقرار کند که از مردم رای بگیرد و نه این یکی که تنگه هرمز را ببندد و جواب تلفن ترامپ را ندهد که از مجلس خبرگان
حسن روحانی سیاست مداریست که میخواهد هم ازینور زنده باد بشنود و هم از آنور تاج بر سرش بگذارند
یک کپی بی کیفیت از هاشمی ",0
خوبه توییتر محدودیت کاراکتر داره وگرنه ترامپ اگه میتونست یه صفحه آ تایپ کنه امروز دلار تومنم رد کرده بود,0
"اومدم جمهوری تلویزیون ببینم که وقتی پول دستم اومد بخرم سونی و ال جی که فروش ندارن
سامسونگ هم یه سری جنسای بیکیفیتش رو گذاشته
مگه اینا ارز نگرفتن برای واردات
چرا کلا نظارت بازار رها شده",0
هواوی و سامسونگ اگه شعور داشتن یه کار باحال برا این ماه گرفتگیه میکردن انقد به بهانه های تخمی تبلیغی آویزون نمیشدن,0
"موضوع تحریم الجی و سامسونگ دوباره سر زبانها افتاده
آخرین باری که من از این ایده دفاع کردم سال  بود معتقد بودم صداوسیما نباید تیزرهاشون رو پخش کنید
صداوسیما تیزرها رو قطع کرد و دچار بحران مالی شد
اول بفرمایید چی جایگزین سامسونگ  میکنید",0
قیمت گوشی طوری رفته بالا که اگه زبونم لال این سامسونگ میان رده م بسوزه باید سیم کارت رو بندازم به دمپایی,0
هوس گوشی سامسونگ S یا S کردمالبته در حد هوس باقی میمونه,0
"گرانی بلیطها بخاطر حضور رونالدو ادامه دارد 
بعد از اعلام برنامه بازیهای سری آ کیوو اولین میزبان یوونتوس قیمت بلیطهای جایگاههای مختلف را تا  افزایش داد",0
ميدونيد چيه پرسپوليس خسته كننده اس  اينكه گلزن ترين مهاجمش وقتي گل ميزنه به سبك كريس رونالدو خوشحالي ميكنه  خاك تو سرش كنن كه با اين كارش داره باشگاه پرسپوليس رو بي شخصيت ميكنه,0
اگه كريس رونالدو و نيمارو مسی و دیبروینه رو به تیم اضافه کنیم بازم دلار نمیاد پائین چون مربی خوبی نداریم,0
سرعت بگا رفتن مملکت با سرعت گام های کریس رونالدو برابری میکنه و ما همچنان فارغ از غوغای جهانیم,0
دیگه وقتشه رونالدو بچه بازیو بزاره کناره برگرده رئال,0
یوونتوس یه رونالدو خریده از اون روز به بعد داره میرینه تو کل تیم  بابا اخه هیگواین و کالدارا رو بدی بونوچی گه رو بگیری  د اخه لعنتیا چی میگذره تو مغزتون ,0
اگه توپ طلا رو دوباره به مسی یا رونالدو بدن باید رید تو فیفا,0
ولی پست آخر رونالدو رو ک ببینی میفهمی شما رونالدوام باشی ممکنه از زن شانس نیاری,0
"رونالدو به جریمه نقدی و زندان محکوم می شود
به گزارش رویترز کاپیتان تیم ملی فوتبال پرتغال به دلیل فرار مالیاتی به پرداخت جریمه نقدی به ارزش  میلیون و  هزار یورو  و  ماه حبس محکوم می شود اما بعید است در صورت محکومیت به زندان دوران حبس خود را سپری کند",0
"وای بهترین خبر امروز خبر زندانی شدن رونالدو بود
تامام ",0
ایول رونالدو رو میخان بندازن زندان بلخره آرزوهام داره برآورده میشه,0
بدترین دشمنای رئال هم فکرش رو نمیکردن رونالدو با  میلیون بره و اینقدر بازار نقل و انتقاداتش کساد باشه دست بجنبون پرز یالا مرد,0
لوپتگی تصمیم  گرفته واسه جبران خلاء رونالدو ساختار دفاعی تیم رو تقویت کنه تا کمتر گل بخورهمثل این میمونه که جای یه دوست دختر خوب رو بخوای با گلنار پر کنی,0
"دیگه جدی پسری که گوشواره میندازه کونی نیست
اگه بخوایم با این منطق حساب کنیم رونالدو و زین کونین",0
علیرضا بیرانوند از رهبر تشکر کردهخاک تو سر رونالدو که به تو گل نزد,0
خوش ب حالتون ك انقد بازياي استقلال و پرسپوليس براتون مهمه و ميريد چيپس و پفك و پاستيل برا ديدن بازي ميخريد من كه از وقتي رونالدو رفت از رئال دگ از مستطيل سبز يه فيفا برام مونده,0
"حس و حال استقلالیا رو فقط من رئالی درک میکنم که رونالدو رفتهزیدان رفته و تیم داره هر روز با بازیکنای جوون قرارداد میبنده و خیلی وقته ما دیگه تیم کهکشانی اروپا نیستیم
آقای بارسلونا هم حتا موقع خریدن بازیکن موقع عقده گشایی و هایجکت کردنه
شاید یه نسل و دوران طلایی دیگمون تمومه",0
یووه با رونالدو مثل خیار بی نمکه,0
یووه رو با رونالدو و بی بوفون چطوری تحمل کنم,0
رونالدو به دوسال زندان محکوم شد,0
"باشگاه یوونتوس اعلام کرده با تستهایی که از رونالدو گرفتیم فهمیدیم که درسته اون  سالشه ولی از درون  سالشه
حالا همچین تستی از من بگیرن باید بگن درسته ایشون در اصل  سالشه ولی از درون  سالشه",0
کاش فقط قهرمانی های اخیر یوونتوس رو به نام رونالدو نزنن,0
ای بابا کارواخالم رید ب رونالدو که ,0
